Country,Assessment Type,Assessment Method,AQ Assessment Method Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Data Coverage,EEA Assessment Description,Unit Of Air Pollution Level,Exceedance Threshold,EEA Exceedance Assessment,Country Exceedance Assessment,Country Reported Max Value,AQ Assessment Regime Id,Preliminary,AQ Zone Id,Protection Target,Objective Type,Reporting Metric,Data Description,Compiled
"Spain","Fixed measurement","Sampling Point","SP_17184001_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","2.00000000","98.90000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","14","ARE_ES0908_7_LTO_H_daysAbove_2021","No","ZON_ES0908","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_04013004_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","2.00000000","93.15000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","24","ARE_ES0122_7_LTO_H_daysAbove_2021","No","ZON_ES0122","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_07042001_14_6","O3","Ozone (air)","AOT40c","AOT40 vegetation protection","2021","6321.00000000","98.19000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","6000","true","true","19617","ARE_ES0413_7_LTO_V_AOT40c_2021","No","ZON_ES0413","Vegetation","Long term objective (LTO)","AOT40 vegetation protection","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Modelling","Model","MOD_ES_CIEMAT_O3_V_LTO_AOT40c","O3","Ozone (air)","AOT40c","AOT40 vegetation protection","2021","9149.00000000","","Maximum air pollution level identified by the EEA in reported modelling results within the zone.","ug.m-3","6000","true","false","4969","ARE_ES0307_7_LTO_V_AOT40c_2021","No","ZON_ES0307","Vegetation","Long term objective (LTO)","AOT40 vegetation protection","Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).","14/04/2026 22:28:00"
"Spain","Objective estimation","Model","OBE_ES_CSIC_NS_PM10_H_LV_daysAbove","PM10","Particulate matter < 10 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2021","38.00000000","","Maximum air pollution level identified by the EEA in reported modelling results within the zone.","count","35","true","true","48","ARE_ES0513_5_LV_H_daysAbove_2021","No","ZON_ES0513","Health","Limit Value (LV)","Days in exceedance in a calendar year","Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_08089005_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","6.00000000","97.26000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","12","ARE_ES0901_7_LTO_H_daysAbove_2021","No","ZON_ES0901","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_08202001_14_6","O3","Ozone (air)","AOT40c","AOT40 vegetation protection","2021","11102.00000000","95.20000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","6000","true","true","16988","ARE_ES0908_7_LTO_V_AOT40c_2021","No","ZON_ES0908","Vegetation","Long term objective (LTO)","AOT40 vegetation protection","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_50297026_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","2.00000000","95.89000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","6","ARE_ES0205_7_LTO_H_daysAbove_2021","No","ZON_ES0205","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_07046001_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","3.00000000","97.53000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","3","ARE_ES0412_7_LTO_H_daysAbove_2021","No","ZON_ES0412","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_08298008_14_6","O3","Ozone (air)","AOT40c-P5Y","AOT40 vegetation protection averaged over 5 years","2021","22108.00000000","96.27000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","18000","true","true","24494","ARE_ES0906_7_TV_V_AOT40c-5yr_2021","No","ZON_ES0906","Vegetation","Target Value (TV)","AOT40 vegetation protection averaged over 5 years","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_08137001_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","14.00000000","98.36000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","14","ARE_ES0908_7_LTO_H_daysAbove_2021","No","ZON_ES0908","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_02003001_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","2.00000000","83.84000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","2","ARE_ES0726_7_LTO_H_daysAbove_2021","No","ZON_ES0726","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Objective estimation","Model","OBE_ES_CSIC_NS_PM10_H_LV_daysAbove","PM10","Particulate matter < 10 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2021","38.00000000","","Maximum air pollution level identified by the EEA in reported modelling results within the zone.","count","35","true","false","12","ARE_ES0513_5_LV_H_daysAbove_2021","No","ZON_ES0513","Health","Limit Value (LV)","Days in exceedance in a calendar year","Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).","14/04/2026 22:28:00"
"Spain","Objective estimation","Model","OBE_ES_CSIC_NS_PM10_H_LV_daysAbove","PM10","Particulate matter < 10 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2021","47.00000000","","Maximum air pollution level identified by the EEA in reported modelling results within the zone.","count","35","true","false","11","ARE_ES0510_5_LV_H_daysAbove_2021","No","ZON_ES0510","Health","Limit Value (LV)","Days in exceedance in a calendar year","Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_29067007_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","20.00000000","94.52000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","20","ARE_ES0119_7_LTO_H_daysAbove_2021","No","ZON_ES0119","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_08137001_14_6","O3","Ozone (air)","P1Y-hrsAbove180","1 year hour exceed 180","2021","1.00000000","98.70000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","5","ARE_ES_7_INT_H_hrsAbove_2021","No","","Health","Information Threshold (INT)","Hours in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_25224999_14_6","O3","Ozone (air)","AOT40c-P5Y","AOT40 vegetation protection averaged over 5 years","2021","19696.00000000","97.93000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","18000","true","true","19696","ARE_ES0914_7_TV_V_AOT40c-5yr_2021","No","ZON_ES0914","Vegetation","Target Value (TV)","AOT40 vegetation protection averaged over 5 years","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_10182001_14_6","O3","Ozone (air)","AOT40c-P5Y","AOT40 vegetation protection averaged over 5 years","2021","18689.00000000","73.62000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","18000","true","true","19186","ARE_ES1104_7_TV_V_AOT40c-5yr_2021","No","ZON_ES1104","Vegetation","Target Value (TV)","AOT40 vegetation protection averaged over 5 years","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_03065006_14_6","O3","Ozone (air)","AOT40c","AOT40 vegetation protection","2021","11873.00000000","94.11000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","6000","true","true","16579","ARE_ES1013_7_LTO_V_AOT40c_2021","No","ZON_ES1013","Vegetation","Long term objective (LTO)","AOT40 vegetation protection","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_07040003_14_6","O3","Ozone (air)","AOT40c","AOT40 vegetation protection","2021","13870.00000000","97.28000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","6000","true","true","13870","ARE_ES0401_7_LTO_V_AOT40c_2021","No","ZON_ES0401","Vegetation","Long term objective (LTO)","AOT40 vegetation protection","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_17013001_14_6","O3","Ozone (air)","AOT40c","AOT40 vegetation protection","2021","20113.00000000","75.63000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","6000","true","true","20113","ARE_ES0909_7_LTO_V_AOT40c_2021","No","ZON_ES0909","Vegetation","Long term objective (LTO)","AOT40 vegetation protection","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_08169009_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","2.00000000","92.60000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","12","ARE_ES0901_7_LTO_H_daysAbove_2021","No","ZON_ES0901","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_29067005_14_6","O3","Ozone (air)","AOT40c","AOT40 vegetation protection","2021","12198.00000000","95.74000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","6000","true","true","21741","ARE_ES0119_7_LTO_V_AOT40c_2021","No","ZON_ES0119","Vegetation","Long term objective (LTO)","AOT40 vegetation protection","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_33004048_10_49","PM10","Particulate matter < 10 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2021","107.00000000","96.44000000","Aggregation calculated by the EEA based on reported time series","count","35","true","true","101","ARE_ES0307_5_LV_H_daysAbove_2021","No","ZON_ES0307","Health","Limit Value (LV)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Indicative measurement","Sampling Point","SP_28079024_14_6","O3","Ozone (air)","AOT40c-P5Y","AOT40 vegetation protection averaged over 5 years","2021","22736.00000000","94.75000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","18000","true","true","22849","ARE_ES1301_7_TV_V_AOT40c-5yr_2021","No","ZON_ES1301","Vegetation","Target Value (TV)","AOT40 vegetation protection averaged over 5 years","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_29067005_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","5.00000000","96.16000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","20","ARE_ES0119_7_LTO_H_daysAbove_2021","No","ZON_ES0119","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_25172001_14_6","O3","Ozone (air)","AOT40c","AOT40 vegetation protection","2021","20014.00000000","99.73000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","6000","true","true","25372","ARE_ES0913_7_LTO_V_AOT40c_2021","No","ZON_ES0913","Vegetation","Long term objective (LTO)","AOT40 vegetation protection","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_46028001_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","7.00000000","93.70000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","8","ARE_ES1005_7_LTO_H_daysAbove_2021","No","ZON_ES1005","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_08019058_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","12.00000000","96.99000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","12","ARE_ES0901_7_LTO_H_daysAbove_2021","No","ZON_ES0901","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Objective estimation","Model","OBE_ES_CSIC_NS_PM10_H_LV_daysAbove","PM10","Particulate matter < 10 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2021","47.00000000","","Maximum air pollution level identified by the EEA in reported modelling results within the zone.","count","35","true","true","57","ARE_ES0510_5_LV_H_daysAbove_2021","No","ZON_ES0510","Health","Limit Value (LV)","Days in exceedance in a calendar year","Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_14021007_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","10.00000000","92.05000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","19","ARE_ES0111_7_LTO_H_daysAbove_2021","No","ZON_ES0111","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_33004048_10_49","PM10","Particulate matter < 10 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2021","107.00000000","96.44000000","Aggregation calculated by the EEA based on reported time series","count","35","true","true","107","ARE_ES0307_5_LV_H_daysAbove_2021","No","ZON_ES0307","Health","Limit Value (LV)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_28079060_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","36.00000000","99.18000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","36","ARE_ES1301_7_LTO_H_daysAbove_2021","No","ZON_ES1301","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_01055001_14_6","O3","Ozone (air)","AOT40c","AOT40 vegetation protection","2021","8679.00000000","94.20000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","6000","true","true","8679","ARE_ES1613_7_LTO_V_AOT40c_2021","No","ZON_ES1613","Vegetation","Long term objective (LTO)","AOT40 vegetation protection","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_38038012_14_6","O3","Ozone (air)","P1Y-hrsAbove240","1 year hour exceed 240","2021","2.00000000","98.13000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","2","ARE_ES_7_ALT_H_hrsAbove_2021","No","","Health","Alert threshold (ALT)","Hours in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_12126003_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","4.00000000","96.16000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","8","ARE_ES1005_7_LTO_H_daysAbove_2021","No","ZON_ES1005","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_18021001_14_6","O3","Ozone (air)","AOT40c-P5Y","AOT40 vegetation protection averaged over 5 years","2021","23879.00000000","96.12000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","18000","true","true","23879","ARE_ES0118_7_TV_V_AOT40c-5yr_2021","No","ZON_ES0118","Vegetation","Target Value (TV)","AOT40 vegetation protection averaged over 5 years","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_04066009_14_6","O3","Ozone (air)","AOT40c","AOT40 vegetation protection","2021","17970.00000000","97.19000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","6000","true","true","17970","ARE_ES0116_7_LTO_V_AOT40c_2021","No","ZON_ES0116","Vegetation","Long term objective (LTO)","AOT40 vegetation protection","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_28005002_14_6","O3","Ozone (air)","P1Y-hrsAbove180","1 year hour exceed 180","2021","3.00000000","97.69000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","5","ARE_ES_7_INT_H_hrsAbove_2021","No","","Health","Information Threshold (INT)","Hours in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_33004048_10_49","PM10","Particulate matter < 10 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2021","107.00000000","96.44000000","Aggregation calculated by the EEA based on reported time series","count","35","true","true","101","ARE_ES0307_5_LV_H_daysAbove_2021","No","ZON_ES0307","Health","Limit Value (LV)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_25119002_14_6","O3","Ozone (air)","AOT40c","AOT40 vegetation protection","2021","10852.00000000","97.19000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","6000","true","true","15767","ARE_ES0914_7_LTO_V_AOT40c_2021","No","ZON_ES0914","Vegetation","Long term objective (LTO)","AOT40 vegetation protection","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Modelling","Model","MOD_ES_METEO_GALICIA_O3_H_LTO_daysAbove","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","1.00000000","","Maximum air pollution level identified by the EEA in reported modelling results within the zone.","count","0","true","true","1","ARE_ES1221_7_LTO_H_daysAbove_2021","No","ZON_ES1221","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_03065006_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","5.00000000","96.16000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","12","ARE_ES1013_7_LTO_H_daysAbove_2021","No","ZON_ES1013","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_28120001_14_6","O3","Ozone (air)","AOT40c-P5Y","AOT40 vegetation protection averaged over 5 years","2021","23764.00000000","58.46000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","18000","true","true","26826","ARE_ES1311_7_TV_V_AOT40c-5yr_2021","No","ZON_ES1311","Vegetation","Target Value (TV)","AOT40 vegetation protection averaged over 5 years","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_28080003_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","3.00000000","99.45000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","6","ARE_ES1310_7_LTO_H_daysAbove_2021","No","ZON_ES1310","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Objective estimation","Model","OBE_ES_CSIC_NS_PM10_H_LV_daysAbove","PM10","Particulate matter < 10 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2021","47.00000000","","Maximum air pollution level identified by the EEA in reported modelling results within the zone.","count","35","true","false","11","ARE_ES0510_5_LV_H_daysAbove_2021","No","ZON_ES0510","Health","Limit Value (LV)","Days in exceedance in a calendar year","Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_45168002_14_6","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","2021","18.00000000","92.05000000","Aggregation calculated by the EEA based on reported time series","count","0","true","true","26","ARE_ES0723_7_LTO_H_daysAbove_2021","No","ZON_ES0723","Health","Long term objective (LTO)","Days in exceedance in a calendar year","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
"Spain","Fixed measurement","Sampling Point","SP_28161001_14_6","O3","Ozone (air)","AOT40c-P5Y","AOT40 vegetation protection averaged over 5 years","2021","20193.00000000","97.90000000","Aggregation calculated by the EEA based on reported time series","ug.m-3","18000","true","true","20193","ARE_ES1309_7_TV_V_AOT40c-5yr_2021","No","ZON_ES1309","Vegetation","Target Value (TV)","AOT40 vegetation protection averaged over 5 years","Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).","14/04/2026 22:28:00"
