Country,Assessment Type,Assessment Method,AQ Assessment Method Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Data Coverage,EEA Assessment Description,Unit Of Air Pollution Level,Exceedance Threshold,EEA Exceedance Assessment,Country Exceedance Assessment,Country Reported Max Value,AQ Assessment Regime Id,Preliminary,AQ Zone Id,Protection Target,Objective Type,Reporting Metric,Data Description,Compiled,Resident Population,Geographical Name,I
Spain,Fixed measurement,Sampling Point,SP_25224999_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,18679.0,98.37,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,18679.0,ARE_ES0914_7_LTO_V_AOT40c_2024,No,ZON_ES0914,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,22062.0,TERRES DE PONENT,13.522490453039428
Spain,Fixed measurement,Sampling Point,SP_07003004_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,8633.0,95.47,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,14771.0,ARE_ES0413_7_LTO_V_AOT40c_2024,No,ZON_ES0413,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,468906.0,RESTO MALLORCA,8.159747270693005
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,38.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,False,12.0,ARE_ES0501_5_LV_H_daysAbove_2024,No,ZON_ES0501,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,378675.0,LAS PALMAS DE GRAN CANARIA,6.056403774151802
Spain,Fixed measurement,Sampling Point,SP_04022001_14_6,O3,Ozone (air),AOT40c-P5Y,AOT40 vegetation protection averaged over 5 years,2024,21104.0,93.88,Aggregation calculated by the EEA based on reported time series,ug.m-3,18000.0,True,True,22859.0,ARE_ES0130_7_TV_V_AOT40c-5yr_2024,No,ZON_ES0130,Vegetation,Target Value (TV),AOT40 vegetation protection averaged over 5 years,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,3152664.0,ZONAS RURALES 3,7.619338551077946
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,39.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,True,68.0,ARE_ES0508_5_LV_H_daysAbove_2024,No,ZON_ES0508,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,116412.0,"LA PALMA, LA GOMERA Y EL HIERRO",5.644968922134094
Spain,Fixed measurement,Sampling Point,SP_28106001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,16150.0,97.01,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,20644.0,ARE_ES1309_7_LTO_V_AOT40c_2024,No,ZON_ES1309,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,1498383.0,URBANA SUR,16.62271813647194
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,47.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,False,33.0,ARE_ES0513_5_LV_H_daysAbove_2024,No,ZON_ES0513,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,323447.0,SUR DE TENERIFE,7.398878485331912
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,38.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,False,29.0,ARE_ES0511_5_LV_H_daysAbove_2024,No,ZON_ES0511,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,366573.0,STA. CRUZ DE TENERIFE-S. CRISTOBAL DE LA LAGUNA,6.041088514374838
Spain,Fixed measurement,Sampling Point,SP_13071019_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,31412.0,97.28,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,31412.0,ARE_ES0725_7_LTO_V_AOT40c_2024,No,ZON_ES0725,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,70061.0,COMARCA DE PUERTOLLANO,25.367683755912463
Spain,Fixed measurement,Sampling Point,SP_08184006_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,11315.0,98.37,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,11315.0,ARE_ES0902_7_LTO_V_AOT40c_2024,No,ZON_ES0902,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,1481781.0,VALLES-BAIX LLOBREGAT,11.63707020107574
Spain,Fixed measurement,Sampling Point,SP_10182001_14_6,O3,Ozone (air),AOT40c-P5Y,AOT40 vegetation protection averaged over 5 years,2024,18892.0,97.66,Aggregation calculated by the EEA based on reported time series,ug.m-3,18000.0,True,True,18892.0,ARE_ES1104_7_TV_V_AOT40c-5yr_2024,No,ZON_ES1104,Vegetation,Target Value (TV),AOT40 vegetation protection averaged over 5 years,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,617638.0,EXTREMADURA RURAL,6.0776970488330715
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,47.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,True,64.0,ARE_ES0513_5_LV_H_daysAbove_2024,No,ZON_ES0513,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,323447.0,SUR DE TENERIFE,7.398878485331912
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,38.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,False,12.0,ARE_ES0501_5_LV_H_daysAbove_2024,No,ZON_ES0501,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,378675.0,LAS PALMAS DE GRAN CANARIA,6.056403774151802
Spain,Fixed measurement,Sampling Point,SP_35017002_10_47,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,53.0,98.36,Aggregation calculated by the EEA based on reported time series,count,35.0,True,False,12.0,ARE_ES0504_5_LV_H_daysAbove_2024,No,ZON_ES0504,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,275851.0,FUERTEVENTURA Y LANZAROTE,8.238735766339882
Spain,Fixed measurement,Sampling Point,SP_11008008_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,7033.0,97.37,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,10834.0,ARE_ES0104_7_LTO_V_AOT40c_2024,No,ZON_ES0104,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,247124.0,ZONA INDUSTRIAL DE BAHIA DE ALGECIRAS,6.321395111172448
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,39.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,False,29.0,ARE_ES0508_5_LV_H_daysAbove_2024,No,ZON_ES0508,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,116412.0,"LA PALMA, LA GOMERA Y EL HIERRO",5.644968922134094
Spain,Fixed measurement,Sampling Point,SP_07054001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,9679.0,96.11,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,11148.0,ARE_ES0411_7_LTO_V_AOT40c_2024,No,ZON_ES0411,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,52148.0,EIVISSA,7.6096905467819855
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,47.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,False,33.0,ARE_ES0513_5_LV_H_daysAbove_2024,No,ZON_ES0513,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,323447.0,SUR DE TENERIFE,7.398878485331912
Spain,Fixed measurement,Sampling Point,SP_46242001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,14848.0,98.82,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,21829.0,ARE_ES1008_7_LTO_V_AOT40c_2024,No,ZON_ES1008,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,48642.0,TURIA. AREA INTERIOR,11.598790935776146
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,46.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,False,7.0,ARE_ES0510_5_LV_H_daysAbove_2024,No,ZON_ES0510,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,323354.0,SUR DE GRAN CANARIA,7.241291398104512
Spain,Fixed measurement,Sampling Point,SP_03099002_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,14790.0,97.19,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,20099.0,ARE_ES1013_7_LTO_V_AOT40c_2024,No,ZON_ES1013,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,769752.0,SEGURA-VINALOPO. AREA COSTERA,14.509854786035154
Spain,Fixed measurement,Sampling Point,SP_35017002_10_47,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,53.0,98.36,Aggregation calculated by the EEA based on reported time series,count,35.0,True,True,53.0,ARE_ES0504_5_LV_H_daysAbove_2024,No,ZON_ES0504,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,275851.0,FUERTEVENTURA Y LANZAROTE,8.238735766339882
Spain,Fixed measurement,Sampling Point,SP_07026001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,11148.0,92.66,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,11148.0,ARE_ES0411_7_LTO_V_AOT40c_2024,No,ZON_ES0411,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,52148.0,EIVISSA,8.764627566435125
Spain,Fixed measurement,Sampling Point,SP_11033005_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,6430.0,87.23,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,10834.0,ARE_ES0104_7_LTO_V_AOT40c_2024,No,ZON_ES0104,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,247124.0,ZONA INDUSTRIAL DE BAHIA DE ALGECIRAS,5.779407161216955
Spain,Fixed measurement,Sampling Point,SP_22190001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,10102.0,96.56,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,10102.0,ARE_ES0201_7_LTO_V_AOT40c_2024,No,ZON_ES0201,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,209309.0,PIRINEOS,8.958433232360067
Spain,Fixed measurement,Sampling Point,SP_08112003_14_6,O3,Ozone (air),P3Y-dmaxAbove120,Daymax exceed 120 averaged over 3 consecutive years,2024,28.0,100.0,Aggregation calculated by the EEA based on reported time series,count,25.0,True,True,39.0,ARE_ES0906_7_TV_H_daysAbove-3yr_2024,No,ZON_ES0906,Health,Target Value (TV),Days in exceedance averaged over 3 calendar years,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,159959.0,PLANA DE VIC,5.828489722085779
Spain,Fixed measurement,Sampling Point,SP_12028001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,12817.0,74.46,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,12817.0,ARE_ES1003_7_LTO_V_AOT40c_2024,No,ZON_ES1003,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,224109.0,MIJARES-PE?AGOLOSA . AREA COSTERA,11.429472803168203
Spain,Fixed measurement,Sampling Point,SP_35017002_10_47,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,53.0,98.36,Aggregation calculated by the EEA based on reported time series,count,35.0,True,False,12.0,ARE_ES0504_5_LV_H_daysAbove_2024,No,ZON_ES0504,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,275851.0,FUERTEVENTURA Y LANZAROTE,8.238735766339882
Spain,Fixed measurement,Sampling Point,SP_35004001_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,41.0,98.91,Aggregation calculated by the EEA based on reported time series,count,35.0,True,False,12.0,ARE_ES0504_5_LV_H_daysAbove_2024,No,ZON_ES0504,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,275851.0,FUERTEVENTURA Y LANZAROTE,6.3733616305648155
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,46.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,True,50.0,ARE_ES0510_5_LV_H_daysAbove_2024,No,ZON_ES0510,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,323354.0,SUR DE GRAN CANARIA,7.241291398104512
Spain,Fixed measurement,Sampling Point,SP_38038024_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,40.0,99.18,Aggregation calculated by the EEA based on reported time series,count,35.0,True,False,29.0,ARE_ES0511_5_LV_H_daysAbove_2024,No,ZON_ES0511,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,366573.0,STA. CRUZ DE TENERIFE-S. CRISTOBAL DE LA LAGUNA,6.3590405414471975
Spain,Fixed measurement,Sampling Point,SP_35004001_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,41.0,98.91,Aggregation calculated by the EEA based on reported time series,count,35.0,True,True,53.0,ARE_ES0504_5_LV_H_daysAbove_2024,No,ZON_ES0504,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,275851.0,FUERTEVENTURA Y LANZAROTE,6.3733616305648155
Spain,Fixed measurement,Sampling Point,SP_28016001_14_6,O3,Ozone (air),AOT40c-P5Y,AOT40 vegetation protection averaged over 5 years,2024,24382.0,97.74,Aggregation calculated by the EEA based on reported time series,ug.m-3,18000.0,True,True,24382.0,ARE_ES1311_7_TV_V_AOT40c-5yr_2024,No,ZON_ES1311,Vegetation,Target Value (TV),AOT40 vegetation protection averaged over 5 years,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,123659.0,SIERRA NORTE,6.897702652909652
Spain,Fixed measurement,Sampling Point,SP_28067001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,23890.0,98.82,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,24722.0,ARE_ES1311_7_LTO_V_AOT40c_2024,No,ZON_ES1311,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,123659.0,SIERRA NORTE,20.27554544885714
Spain,Fixed measurement,Sampling Point,SP_28007004_14_6,O3,Ozone (air),P3Y-dmaxAbove120,Daymax exceed 120 averaged over 3 consecutive years,2024,30.0,100.0,Aggregation calculated by the EEA based on reported time series,count,25.0,True,True,30.0,ARE_ES1309_7_TV_H_daysAbove-3yr_2024,No,ZON_ES1309,Health,Target Value (TV),Days in exceedance averaged over 3 calendar years,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,1498383.0,URBANA SUR,7.410747404495229
Spain,Fixed measurement,Sampling Point,SP_35004001_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,41.0,98.91,Aggregation calculated by the EEA based on reported time series,count,35.0,True,False,12.0,ARE_ES0504_5_LV_H_daysAbove_2024,No,ZON_ES0504,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,275851.0,FUERTEVENTURA Y LANZAROTE,6.3733616305648155
Spain,Fixed measurement,Sampling Point,SP_12046001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,8887.0,99.64,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,8887.0,ARE_ES1004_7_LTO_V_AOT40c_2024,No,ZON_ES1004,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,9143.0,MIJARES-PE?AGOLOSA.  AREA INTERIOR,5.867032575429549
Spain,Fixed measurement,Sampling Point,SP_07019001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,10836.0,99.55,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,10836.0,ARE_ES0402_7_LTO_V_AOT40c_2024,No,ZON_ES0402,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,58146.0,SIERRA DE TRAMUNTANA,8.604722838180773
Spain,Fixed measurement,Sampling Point,SP_03105001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2024,23490.0,97.92,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,23490.0,ARE_ES1014_7_LTO_V_AOT40c_2024,No,ZON_ES1014,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,169898.0,SEGURA-VINALOPO. AREA INTERIOR,20.476187063288158
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,46.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,False,7.0,ARE_ES0510_5_LV_H_daysAbove_2024,No,ZON_ES0510,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,323354.0,SUR DE GRAN CANARIA,7.241291398104512
