Country,Assessment Type,Assessment Method,AQ Assessment Method Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Data Coverage,EEA Assessment Description,Unit Of Air Pollution Level,Exceedance Threshold,EEA Exceedance Assessment,Country Exceedance Assessment,Country Reported Max Value,AQ Assessment Regime Id,Preliminary,AQ Zone Id,Protection Target,Objective Type,Reporting Metric,Data Description,Compiled,Resident Population,Geographical Name,I
Spain,Fixed measurement,Sampling Point,SP_38006003_10_46,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2023,36.0,99.45,Aggregation calculated by the EEA based on reported time series,count,35.0,True,False,22.0,ARE_ES0513_5_LV_H_daysAbove_2023,No,ZON_ES0513,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,323447.0,SUR DE TENERIFE,5.667226073871252
Spain,Fixed measurement,Sampling Point,SP_11006001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,26501.0,85.14,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,28727.0,ARE_ES0130_7_LTO_V_AOT40c_2023,No,ZON_ES0130,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,3152664.0,ZONAS RURALES 3,28.703576233242508
Spain,Fixed measurement,Sampling Point,SP_03099002_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,10236.0,98.1,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,11557.0,ARE_ES1013_7_LTO_V_AOT40c_2023,No,ZON_ES1013,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,769752.0,SEGURA-VINALOPO. AREA COSTERA,10.042114509118042
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2023,45.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,False,12.0,ARE_ES0510_5_LV_H_daysAbove_2023,No,ZON_ES0510,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,323354.0,SUR DE GRAN CANARIA,7.08387201988485
Spain,Fixed measurement,Sampling Point,SP_03065006_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,11557.0,93.3,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,11557.0,ARE_ES1013_7_LTO_V_AOT40c_2023,No,ZON_ES1013,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,769752.0,SEGURA-VINALOPO. AREA COSTERA,11.338092749304144
Spain,Fixed measurement,Sampling Point,SP_27058999_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,10269.0,94.29,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,10269.0,ARE_ES1222_7_LTO_V_AOT40c_2023,No,ZON_ES1222,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,789458.0,ZONA NORTE GALICIA,10.093278634902232
Spain,Fixed measurement,Sampling Point,SP_50101001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,9661.0,93.57,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,16751.0,ARE_ES0202_7_LTO_V_AOT40c_2023,No,ZON_ES0202,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,227757.0,VALLE DEL EBRO,8.626422403178237
Spain,Fixed measurement,Sampling Point,SP_12046001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,12940.0,95.83,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,12940.0,ARE_ES1004_7_LTO_V_AOT40c_2023,No,ZON_ES1004,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,9143.0,MIJARES-PE?AGOLOSA.  AREA INTERIOR,8.542748005632763
Spain,Fixed measurement,Sampling Point,SP_28148004_14_6,O3,Ozone (air),AOT40c-P5Y,AOT40 vegetation protection averaged over 5 years,2023,26042.0,96.94,Aggregation calculated by the EEA based on reported time series,ug.m-3,18000.0,True,True,26042.0,ARE_ES1308_7_TV_V_AOT40c-5yr_2023,No,ZON_ES1308,Vegetation,Target Value (TV),AOT40 vegetation protection averaged over 5 years,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,987651.0,CORREDOR DEL HENARES,8.672859141667452
Spain,Fixed measurement,Sampling Point,SP_28067001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,25015.0,97.64,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,27301.0,ARE_ES1311_7_LTO_V_AOT40c_2023,No,ZON_ES1311,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,123659.0,SIERRA NORTE,21.230337773259162
Spain,Fixed measurement,Sampling Point,SP_10148001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,16754.0,93.48,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,16754.0,ARE_ES1103_7_LTO_V_AOT40c_2023,No,ZON_ES1103,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,195835.0,NUCLEOS DE POBLACION DE MAS DE 20.000 HABITANTES,14.776721715467364
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2023,45.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,False,22.0,ARE_ES0513_5_LV_H_daysAbove_2023,No,ZON_ES0513,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,323447.0,SUR DE TENERIFE,7.084032592339066
Spain,Fixed measurement,Sampling Point,SP_04013005_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,20289.0,97.55,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,27688.0,ARE_ES0122_7_LTO_V_AOT40c_2023,No,ZON_ES0122,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,622038.0,NUEVA ZONA DE NUCLEOS DE 50.000 A 250.000 HABITANTES,19.591791902606023
Spain,Fixed measurement,Sampling Point,SP_12129001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,10089.0,93.66,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,10089.0,ARE_ES1002_7_LTO_V_AOT40c_2023,No,ZON_ES1002,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,14867.0,CERVOL-ELS PORTS. AREA INTERIOR,7.0155935486107674
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2023,45.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,True,60.0,ARE_ES0513_5_LV_H_daysAbove_2023,No,ZON_ES0513,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,323447.0,SUR DE TENERIFE,7.084032592339066
Spain,Fixed measurement,Sampling Point,SP_23050004_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,27688.0,98.01,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,27688.0,ARE_ES0122_7_LTO_V_AOT40c_2023,No,ZON_ES0122,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,622038.0,NUEVA ZONA DE NUCLEOS DE 50.000 A 250.000 HABITANTES,26.736533796606807
Spain,Fixed measurement,Sampling Point,SP_50008001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,15454.0,97.74,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,16751.0,ARE_ES0202_7_LTO_V_AOT40c_2023,No,ZON_ES0202,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,227757.0,VALLE DEL EBRO,13.799061362044974
Spain,Fixed measurement,Sampling Point,SP_15036004_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,6560.0,98.1,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,6560.0,ARE_ES1224_7_LTO_V_AOT40c_2023,No,ZON_ES1224,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,102941.0,FERROL + AREA METROPOLITANA,5.480429965197461
Spain,Fixed measurement,Sampling Point,SP_28171001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,28094.0,97.01,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,28094.0,ARE_ES1312_7_LTO_V_AOT40c_2023,No,ZON_ES1312,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,91935.0,CUENCA DEL ALBERCHE,23.24067197569608
Spain,Fixed measurement,Sampling Point,SP_44067001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,16751.0,99.37,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,16751.0,ARE_ES0202_7_LTO_V_AOT40c_2023,No,ZON_ES0202,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,227757.0,VALLE DEL EBRO,14.957168168475174
Spain,Fixed measurement,Sampling Point,SP_28120001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,25077.0,97.19,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,27301.0,ARE_ES1311_7_LTO_V_AOT40c_2023,No,ZON_ES1311,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,123659.0,SIERRA NORTE,21.282957439137316
Spain,Fixed measurement,Sampling Point,SP_28016001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,27301.0,98.37,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,27301.0,ARE_ES1311_7_LTO_V_AOT40c_2023,No,ZON_ES1311,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,123659.0,SIERRA NORTE,23.170475776444068
Spain,Fixed measurement,Sampling Point,SP_01055001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,14295.0,93.39,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,14295.0,ARE_ES1613_7_LTO_V_AOT40c_2023,No,ZON_ES1613,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,284038.0,CUENCAS INTERIORES,12.992669382558782
Spain,Fixed measurement,Sampling Point,SP_14021006_14_6,O3,Ozone (air),AOT40c-P5Y,AOT40 vegetation protection averaged over 5 years,2023,21727.0,96.39,Aggregation calculated by the EEA based on reported time series,ug.m-3,18000.0,True,True,21727.0,ARE_ES0111_7_TV_V_AOT40c-5yr_2023,No,ZON_ES0111,Vegetation,Target Value (TV),AOT40 vegetation protection averaged over 5 years,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,324418.0,CORDOBA,6.652209838204789
Spain,Fixed measurement,Sampling Point,SP_25172001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,19261.0,98.73,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,22331.0,ARE_ES0913_7_LTO_V_AOT40c_2023,No,ZON_ES0913,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,26517.0,PREPIRINEU,14.200250541530853
Spain,Indicative measurement,Sampling Point,SP_46077006_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,8911.0,93.66,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,24772.0,ARE_ES1010_7_LTO_V_AOT40c_2023,No,ZON_ES1010,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,77121.0,JUCAR-CABRIEL. AREA INTERIOR,7.258265917396498
Spain,Fixed measurement,Sampling Point,SP_06070001_14_6,O3,Ozone (air),P3Y-dmaxAbove120,Daymax exceed 120 averaged over 3 consecutive years,2023,37.0,100.0,Aggregation calculated by the EEA based on reported time series,count,25.0,True,True,37.0,ARE_ES1104_7_TV_H_daysAbove-3yr_2023,No,ZON_ES1104,Health,Target Value (TV),Days in exceedance averaged over 3 calendar years,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,617638.0,EXTREMADURA RURAL,8.570286331828976
Spain,Fixed measurement,Sampling Point,SP_21005002_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,16133.0,88.04,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,28727.0,ARE_ES0130_7_LTO_V_AOT40c_2023,No,ZON_ES0130,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,3152664.0,ZONAS RURALES 3,17.47386118904575
Spain,Fixed measurement,Sampling Point,SP_08301004_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,13314.0,99.37,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,13314.0,ARE_ES0907_7_LTO_V_AOT40c_2023,No,ZON_ES0907,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,556259.0,MARESME,12.74876977554605
Spain,Fixed measurement,Sampling Point,SP_12141002_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,6949.0,99.28,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,10089.0,ARE_ES1002_7_LTO_V_AOT40c_2023,No,ZON_ES1002,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,14867.0,CERVOL-ELS PORTS. AREA INTERIOR,4.832129999930243
Spain,Fixed measurement,Sampling Point,SP_25224999_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,20514.0,98.01,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,20514.0,ARE_ES0914_7_LTO_V_AOT40c_2023,No,ZON_ES0914,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,22062.0,TERRES DE PONENT,14.850921845583317
Spain,Fixed measurement,Sampling Point,SP_37177001_14_6,O3,Ozone (air),AOT40c-P5Y,AOT40 vegetation protection averaged over 5 years,2023,20305.0,97.99,Aggregation calculated by the EEA based on reported time series,ug.m-3,18000.0,True,True,20305.0,ARE_ES0831_7_TV_V_AOT40c-5yr_2023,No,ZON_ES0831,Vegetation,Target Value (TV),AOT40 vegetation protection averaged over 5 years,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,195037.0,ZONA SUR Y ESTE DE CYL,5.967545880570852
Spain,Fixed measurement,Sampling Point,SP_21050003_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,12153.0,90.31,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,21023.0,ARE_ES0121_7_LTO_V_AOT40c_2023,No,ZON_ES0121,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,244165.0,NUEVA ZONA INDUSTRIAL DE HUELVA,10.912752746608465
Spain,Fixed measurement,Sampling Point,SP_43014001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,11087.0,99.55,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,18334.0,ARE_ES0915_7_LTO_V_AOT40c_2023,No,ZON_ES0915,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,377575.0,TERRES DE L'EBRE,10.305372470473337
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2023,43.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,False,16.0,ARE_ES0508_5_LV_H_daysAbove_2023,No,ZON_ES0508,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,116412.0,"LA PALMA, LA GOMERA Y EL HIERRO",6.223940093635027
Spain,Objective estimation,Model,OBE_ES_CSIC_NS_PM10_H_LV_daysAbove,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2023,45.0,,Maximum air pollution level identified by the EEA in reported modelling results within the zone.,count,35.0,True,False,12.0,ARE_ES0510_5_LV_H_daysAbove_2023,No,ZON_ES0510,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of reported modelling results (E1b) with assessment regimes (C) and zones (B).,14/04/2026 22:28:00,323354.0,SUR DE GRAN CANARIA,7.08387201988485
Spain,Fixed measurement,Sampling Point,SP_06158001_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,18262.0,97.74,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,21502.0,ARE_ES1104_7_LTO_V_AOT40c_2023,No,ZON_ES1104,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,617638.0,EXTREMADURA RURAL,17.62506407566
Spain,Fixed measurement,Sampling Point,SP_04013005_14_6,O3,Ozone (air),AOT40c-P5Y,AOT40 vegetation protection averaged over 5 years,2023,18292.0,97.28,Aggregation calculated by the EEA based on reported time series,ug.m-3,18000.0,True,True,25516.0,ARE_ES0122_7_TV_V_AOT40c-5yr_2023,No,ZON_ES0122,Vegetation,Target Value (TV),AOT40 vegetation protection averaged over 5 years,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,622038.0,NUEVA ZONA DE NUCLEOS DE 50.000 A 250.000 HABITANTES,5.887805501872433
Spain,Fixed measurement,Sampling Point,SP_30005002_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,18878.0,97.83,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,18878.0,ARE_ES1407_7_LTO_V_AOT40c_2023,No,ZON_ES1407,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,1.0,,0.0
Spain,Fixed measurement,Sampling Point,SP_12084003_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,7331.0,96.11,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,9208.0,ARE_ES1003_7_LTO_V_AOT40c_2023,No,ZON_ES1003,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,224109.0,MIJARES-PE?AGOLOSA . AREA COSTERA,6.537369518610134
Spain,Fixed measurement,Sampling Point,SP_28148004_14_6,O3,Ozone (air),AOT40c,AOT40 vegetation protection,2023,29867.0,97.37,Aggregation calculated by the EEA based on reported time series,ug.m-3,6000.0,True,True,33301.0,ARE_ES1308_7_LTO_V_AOT40c_2023,No,ZON_ES1308,Vegetation,Long term objective (LTO),AOT40 vegetation protection,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,987651.0,CORREDOR DEL HENARES,29.84013716122208
Spain,Fixed measurement,Sampling Point,SP_38006003_10_46,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2023,36.0,99.45,Aggregation calculated by the EEA based on reported time series,count,35.0,True,False,22.0,ARE_ES0513_5_LV_H_daysAbove_2023,No,ZON_ES0513,Health,Limit Value (LV),Days in exceedance in a calendar year,Compilation of aggregations calculated from validated (E1a) data with assessment regimes (C).,14/04/2026 22:28:00,323447.0,SUR DE TENERIFE,5.667226073871252
